1878,VER,Bahrain,2025,5.64,90.021,22.2,False,89.179,3
1879,LEC,Bahrain,2025,5.75,90.021,22.2,False,89.16499999999999,3
1880,RUS,Bahrain,2025,9.71,90.021,22.2,False,89.485,3
1881,SAI,Bahrain,2025,8.64,90.021,22.2,False,89.507,3
1882,PER,Bahrain,2025,9.21,90.021,22.2,False,89.537,3
1883,ALO,Bahrain,2025,8.0,90.021,22.2,False,89.542,3
1884,NOR,Bahrain,2025,10.71,90.021,22.2,False,89.614,3
1885,PIA,Bahrain,2025,13.0,90.021,22.2,False,89.68299999999999,3
1886,HAM,Bahrain,2025,3.94,90.021,22.2,False,89.71000000000001,3
1887,HUL,Bahrain,2025,11.25,90.021,22.2,False,89.851,3
1888,TSU,Bahrain,2025,13.5,90.021,22.2,False,90.129,3
1889,STR,Bahrain,2025,13.56,90.021,22.2,False,89.965,3
1890,ALB,Bahrain,2025,11.67,90.021,22.2,False,90.221,3
1891,RIC,Bahrain,2025,8.69,90.021,22.2,False,90.27799999999999,3
1892,MAG,Bahrain,2025,13.4,90.021,22.2,False,90.529,3
1893,BOT,Bahrain,2025,5.92,90.021,22.2,False,90.756,3
1894,ZHO,Bahrain,2025,15.0,90.021,22.2,False,90.757,3
1895,SAR,Bahrain,2025,17.6,90.021,22.2,False,90.77,3
1896,OCO,Bahrain,2025,11.88,90.021,22.2,False,90.793,3
1897,GAS,Bahrain,2025,11.25,90.021,22.2,False,90.94800000000001,3
1898,VER,Jeddah,2025,5.75,88.584,31.9,False,87.47200000000001,3
1899,LEC,Jeddah,2025,5.0,88.584,31.9,False,87.791,3
1900,PER,Jeddah,2025,2.5,88.584,31.9,False,87.807,3
1901,ALO,Jeddah,2025,6.5,88.584,31.9,False,87.846,3
1902,PIA,Jeddah,2025,6.5,88.584,31.9,False,88.089,3
1903,NOR,Jeddah,2025,10.75,88.584,31.9,False,88.132,3
1904,RUS,Jeddah,2025,7.5,88.584,31.9,False,88.316,3
1905,HAM,Jeddah,2025,7.75,88.584,31.9,False,88.46000000000001,3
1906,TSU,Jeddah,2025,13.0,88.584,31.9,False,88.547,3
1907,STR,Jeddah,2025,11.5,88.584,31.9,False,88.25,3
1908,ALB,Jeddah,2025,15.0,88.584,31.9,False,88.98,3
1909,MAG,Jeddah,2025,12.0,88.584,31.9,False,89.02,3
1910,RIC,Jeddah,2025,13.0,88.584,31.9,False,89.025,3
1911,HUL,Jeddah,2025,14.0,88.584,31.9,False,89.055,3
1912,BOT,Jeddah,2025,10.0,88.584,31.9,False,89.179,3
1913,OCO,Jeddah,2025,9.25,88.584,31.9,False,89.475,3
1914,GAS,Jeddah,2025,10.5,88.584,31.9,False,89.479,3
1915,SAR,Jeddah,2025,19.5,88.584,31.9,False,89.526,3
1917,VER,Australia,2025,4.13,77.014,34.5,True,75.91499999999999,3
1918,SAI,Australia,2025,8.13,77.014,34.5,True,76.185,3
